event_id,stations,baseline_rmse,h_ratio,best_spacing,best_ratio
121622030300,25,187.2826328482523,1.0963042940730379,0.48000000000000004,0.8948655456707341
182242127601,23,589.2234034964972,1.1097328341303285,0.5800000000000001,0.8365794476562228
92747991300,75,99.91944050884901,1.0209779240084378,0.74,1.001154811749148
162284959100,19,412.15053081049234,1.1734698550813962,0.54,0.942638383739794
142641379200,17,530.1883334815421,1.0465383924072733,0.42000000000000004,0.9378707226741462
203425618600,48,1579.9228798241802,1.0091692826372791,1.32,1.0091219339523938
172090621200,27,143.14504648299078,1.3824540344278615,0.62,0.9227369607846908
82685012000,24,803.746798154106,0.941526901232019,0.44,0.7939487791549019
201411896900,31,162.04739519018855,1.0571254078229098,0.62,0.9218040662368167
61268623100,31,242.86850746209396,1.021169700889833,1.7000000000000002,0.9953135383859508
152545857400,52,51.930124589848475,1.045182060810103,0.98,0.9795780041501191
140650707000,22,366.7359701561066,1.0388213078134747,0.42000000000000004,0.7652847544952438
61856616000,30,164.98034221917365,1.0575838802326085,0.5800000000000001,0.9336794489815731
120811958300,20,342.6933911399216,1.2994579924656413,1.1,0.9675195571087849
130272787100,18,1648.4377996815049,1.8571608573177174,0.5800000000000001,0.7379581180210489
183260084500,12,563.1195821528224,1.427629271106562,2.16,0.8271120958227547
80102573300,42,245.47813744570405,1.0073308262869312,1.08,0.6080464051144624
200663964800,17,998.4275670116837,1.0150700318834738,0.74,0.9554212947496933
200731925300,38,152.3848862797682,1.0842784073591054,0.74,0.9079079437232648
173614955400,15,425.7946670974725,1.3635489936959746,0.72,0.6321225567146688
202975448900,30,163.49977796214444,1.0969780823199171,0.44,0.9994655153062596
150860522300,13,245.38804712927433,1.3293136359263376,1.1,0.562285270718531
193141220900,34,325.79241445177655,1.054533020618139,0.54,0.9767734865437707
153034602000,23,382.9431956522257,1.0489718213607628,1.5,0.9915061960261404
162975276100,19,1203.7545096268336,1.0589279891190357,0.46,0.6738515033188729
81846293700,20,164.7951847995309,1.2518916150706882,0.74,0.8526566884628957
181734718600,26,470.93862851978,1.0350030497988925,0.5,1.0080104680619504
181518165600,19,515.8463645347863,1.3055368476287703,0.4,1.0191689542132718
102775011900,13,1463.0489563983585,1.0198913398619052,0.5800000000000001,0.8610977556867083
131342460100,16,501.6044274734098,1.6190806291782651,1.7800000000000002,1.1225129364726163
153346831100,21,867.8520281047345,0.8138147948427071,1.8000000000000003,0.46974833170340036
193367597500,15,721.9182974281367,1.610222906658413,1.1400000000000001,0.6519566039825836
143593462700,17,282.7195532722115,1.121389204871389,0.5,0.9158074598211462
151433402300,17,292.9437484204137,0.989015394404406,0.44,0.8502269934924132
101212507200,17,4806.760939652779,0.6876314249467574,1.3,0.6735400666087266
152364323000,12,1111.19718513768,1.180934461643728,0.92,0.8416366993565304
171481171400,12,16697.492650725013,1.0477872574755958,0.8,0.21532775208307142
102266222400,22,191.34179282399813,1.1520466992890501,0.52,1.0020290339010045
81847956000,24,164.29864756332586,1.1160536948979172,0.48000000000000004,0.917646619880029
111466613100,16,194.44800268482598,1.2201116930782872,0.76,0.941146319720056
71937334700,12,813.5768259882182,1.7039144266089135,0.74,0.6206585815690048
181651219900,21,1014.2991398567665,1.0637895653118885,0.44,0.9767211497424995
51861479500,20,251.6344779642082,1.1811899737445108,0.64,0.8485528254298318
91637640500,12,971.4680475493635,1.591542126872689,0.8400000000000001,1.2194642490458845
