event_id,stations,baseline_rmse,h_ratio,best_spacing,best_ratio
160266496900,12,24.137803229066257,1.1298106398215537,0.64,0.8228545323484227
132970558500,18,1.380104368758643,1.1120088869445364,0.62,0.449274628140872
92940331600,20,0.5939991592877474,1.2018362179757902,2.14,0.753135494611951
190618140100,16,2.9100379372505185,0.9635154637532402,2.4,0.6143696504457
191107901500,18,14.607203094753594,0.9840035499771429,1.52,0.7050422701821374
181745526400,16,4.130803365873116,0.9420664839420396,0.5800000000000001,0.3631776357439193
152688398700,75,0.29474730143197375,0.9588091486318038,1.2200000000000002,0.9161506583629524
182173920500,12,0.8989706459510894,1.0556123989736335,0.5800000000000001,0.693305919737061
113614713800,24,0.7656980439809123,1.1276498609056824,0.4,0.8687266085342523
80184305000,24,1.7494292636621864,1.1209269291218662,0.68,0.6798478978430716
83294219100,19,3.188577038729815,1.078022710886189,2.08,0.9036642659339582
182725315700,31,0.6016810391427445,1.016378133559766,0.9,0.9203658034094048
112153572300,13,1.6329202527651006,0.7590465475330888,0.64,0.5582749502156966
180752606600,18,2.307524245915314,0.6123806987817524,1.3599999999999999,0.5891753253796284
60875050600,12,0.4535698831620839,1.6137174168317072,0.42000000000000004,0.9381584064837907
170956426400,13,2.7892199849760244,1.2447195004461937,0.6000000000000001,0.8294796949630228
90806991400,18,0.9979243534618911,1.3498376993374666,0.46,0.9156480831638296
101480978600,19,0.6506536275944514,1.253674074579792,0.62,0.6916527546987234
173613697300,23,1.1815485075353314,1.111518300127944,0.5,0.8679580454882274
132478291200,22,1.0318491925617599,0.866544077787834,1.24,0.8084687319106889
73145618700,54,0.18965901055759918,1.0398143758716316,0.78,0.9804431031825264
73451288300,21,1.2268776237028334,0.5581265812976373,1.1400000000000001,0.5365265986056333
102843634000,17,0.8445338933261927,2.1318263221365727,0.52,0.5826074345997305
112946143700,15,0.49064465646232797,1.18386997576085,0.62,0.8163017796496456
43390608100,21,1.706029905700503,1.2926337989097378,0.54,0.8895102150251708
192033457700,14,0.6835137368047732,1.8202558616393396,2.14,0.6979647759467651
193400643100,14,0.5504962416679738,1.2232486677285672,0.9400000000000001,0.6559216419701792
143534401300,22,1.2197968478164127,1.0362319816907424,0.42000000000000004,0.7580182040844602
41423234800,33,0.36417298852100516,1.1198296524768692,2.4,0.998929215310104
111061311000,60,0.21206645675823912,1.026927178400875,0.44,0.9658187135361219
180073811000,17,4.32774197620202,0.931527413866695,0.54,0.6552292920919095
190862492100,29,0.35192948553483294,1.1124274377454255,0.64,0.9035943582423277
140305579500,30,0.9869495424400065,0.9756381306344685,1.38,0.9337100385779066
111776182400,16,0.6472417363694866,1.7677241254650753,0.44,0.7699304777854568
82647336800,20,0.5531000860937121,1.0718845337854856,0.8400000000000001,0.8785359960971941
121622030300,25,0.4946393950270596,0.8938876842725385,0.5,0.792940682974503
182242127601,23,0.48424551202967,1.1377899523617172,2.14,0.8977969493642611
92747991300,75,0.17345149198283308,1.0191556109569602,1.96,0.9924559092085605
162284959100,19,0.7939908775541356,0.8848524430128698,1.24,0.8339833882693226
142641379200,17,0.6360762844252924,1.351275427938143,0.62,1.1053471878879633
203425618600,48,0.3784060790989917,1.0091399435320274,0.46,0.9004420315673156
172090621200,27,1.110581691941458,1.0177355543048692,0.4,0.8613386576409477
82685012000,24,1.842382529416493,0.9303618762970757,1.42,0.8759068605951413
201411896900,31,0.7653623361231676,1.031836394966414,0.9400000000000001,0.6762580591827917
61268623100,31,1.8184138368130283,0.9849328968540997,0.64,0.7943423653318014
152545857400,52,0.23781323947413788,1.055236828085571,0.44,0.9872955782958474
140650707000,22,2.4620155516552265,0.9266619968943388,0.5,0.7895795932783105
61856616000,30,0.6316762484991274,1.0146682834145242,0.9400000000000001,0.8482405226184935
120811958300,20,0.48138280055935984,1.2499987800309804,0.9400000000000001,0.9286529336068539
130272787100,18,2.5114706785724037,0.9078206895551466,1.1400000000000001,0.7264754134826075
183260084500,12,0.6457286479793778,0.9152498453991672,0.54,0.7631725987434301
80102573300,42,0.938291346552218,0.8281920570083059,0.66,0.34138605936526695
200663964800,17,0.760025626207989,1.0595521293643855,1.12,0.8332896755032065
200731925300,38,0.38988025870168175,1.0549797110395338,0.8200000000000001,0.9343996040262079
173614955400,15,0.32106818908414214,1.2060033861253387,0.8,0.7881972625902751
202975448900,30,0.4256882556770908,1.115858967568954,0.54,0.8681215973721187
150860522300,13,0.3750392542026744,0.9223906840295739,1.38,0.7479144956164642
193141220900,34,0.5645545221494002,1.0406774914480426,1.62,0.7647991846495648
153034602000,23,0.43409370968292915,1.170878630882397,0.88,0.9939258670595704
162975276100,19,0.645057478315796,1.2286765422116595,1.2000000000000002,0.7700961325312727
81846293700,20,0.7061508264308567,0.7845650572993201,1.318859065462452,0.7845650572993201
181734718600,26,0.42874610471292907,1.0683283654745295,0.46,0.9629353062237416
181518165600,19,0.3958865774345783,1.2458491864156773,1.6800000000000002,0.896521730700184
102775011900,13,0.46920189587344346,1.3031913563629822,0.54,0.8321950982714723
131342460100,16,1.0416115234867678,0.83516780170864,1.4,0.6786611238432189
153346831100,21,2.752374286791914,0.9486299743856829,1.46,0.8656802491484819
193367597500,15,0.9292168958860423,0.7936401185985915,2.04,0.43123811434669296
143593462700,17,0.45990994454242395,1.2074676702251717,0.74,0.7468447455422366
151433402300,17,0.6581374623762817,1.1092231509674382,1.08,0.8078509424620723
101212507200,17,0.595652439307395,1.2261225472432464,0.9600000000000001,0.7977456139729502
152364323000,12,0.49987704886613304,1.3141634830076003,0.56,0.8587913425183645
171481171400,12,0.8510657458161583,1.2127026583294827,1.5,0.8131130342749675
102266222400,22,0.5949252825019106,0.9833149190581044,1.46,0.8730100804746798
81847956000,24,0.39330551889653553,0.9715553773761245,0.48000000000000004,0.8334629819043693
111466613100,16,0.5384046415480542,1.5458644808623951,0.78,0.8227184437627565
71937334700,12,0.8523490743727989,1.7913233913749218,0.8400000000000001,0.7886547809658279
181651219900,21,1.222745880799126,0.8908024212830356,0.46,0.8296929993314428
51861479500,20,1.1011132212970591,1.0285410979932583,0.8400000000000001,0.7834367336179859
91637640500,12,1.462022156875763,1.125851877128983,0.68,0.887282584762728
