event_id,stations,baseline_rmse,h_ratio,best_spacing,best_ratio
152545857400,52,0.13855958571325996,1.01787101269609,0.76,0.9469902416956708
140650707000,22,0.30268724311817397,1.4596069316263582,0.76,0.7811243093879138
61856616000,30,0.1703777763564224,1.0280774529196448,1.54,0.9628272698125899
120811958300,20,0.16493075990988026,1.3714545677410401,0.5,0.9165248703540616
130272787100,18,0.15585251148713222,1.0889154887575634,0.62,0.8156985417790823
183260084500,12,0.4435153946909046,0.8115008088589611,2.06,0.751950189395229
80102573300,42,1.001562932345161,0.9573944006698388,1.06,0.5352006857119407
200663964800,17,0.5284326884940064,1.0254198470081017,1.7000000000000002,0.6079116130764101
200731925300,38,0.1363759324351497,1.0318286718019516,0.52,0.9730461038484461
173614955400,15,0.21413345027951236,1.32971283192583,0.74,0.5182742574096126
202975448900,30,0.15433158762710475,1.0501345942940652,0.46,0.9604733815066652
150860522300,13,0.09905745180277849,1.3962214403040218,0.46,0.9180412125655734
193141220900,34,0.14991959960888887,0.9810657416861853,0.42000000000000004,0.9668135768775273
153034602000,23,0.2175456748091911,0.9889867653666061,1.06,0.7880299896936102
162975276100,19,0.7510821294127208,1.0027062587471482,0.62,0.7649562430747612
81846293700,20,0.23829864145128316,1.232676672067266,1.92,0.8461910568246411
181734718600,26,0.19673183980215017,1.1363558657659845,0.42000000000000004,0.9738428464270829
181518165600,19,0.23029616048186244,1.1895956062209911,0.56,0.9225513962186611
102775011900,13,0.29659866561402176,1.4781389835401961,1.1,0.8549967725545501
131342460100,16,0.4352131208119548,1.6877624006440377,0.88,0.6412229330548491
153346831100,21,0.1682996280009113,1.0393809304812367,2.22,0.9209046179556025
193367597500,15,0.18632408470146147,0.7887680582070196,1.7000000000000002,0.5375136417118955
143593462700,17,0.2206181022417028,1.0674617059014562,1.1400000000000001,0.7659624572931714
151433402300,17,0.2016964655753918,1.075555588780567,0.7,0.9155913127389352
101212507200,17,0.3552225795925902,0.7185755152291949,1.24,0.5869201882159797
152364323000,12,0.21174811486961298,1.0480981383862862,0.98,0.5812821735483982
171481171400,12,2.2343039294888225,0.7946306256891686,0.48000000000000004,0.49849608094072084
102266222400,22,0.18893083828638885,1.1764540414257272,1.1,0.9405828798448799
81847956000,24,0.16930207985631365,1.105250711944131,0.68,0.9625919000475793
111466613100,16,0.20269718036813011,1.1148947756226308,0.88,0.8333657810256019
71937334700,12,0.2040883173237221,2.529846223962212,1.6800000000000002,0.9045563265881584
181651219900,21,0.2555269915604238,1.2608259027928694,0.7,0.8065203959106209
51861479500,20,0.31972710892230205,0.8647743531640739,0.8400000000000001,0.6890638938354868
91637640500,12,0.3136112882398514,1.2392726564869192,0.9400000000000001,0.8976728253589715
